Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,18.240000,18.280001,18.020000,18.080000,18.080000,8963600
2024-01-03,17.559999,18.059999,17.549999,18.040001,18.040001,12408800
2024-01-04,18.200001,18.270000,18.010000,18.070000,18.070000,6707600
2024-01-05,18.250000,18.320000,18.070000,18.100000,18.100000,10479200
2024-01-08,18.100000,18.420000,18.090000,18.400000,18.400000,7538600
2024-01-09,18.350000,18.420000,18.209999,18.250000,18.250000,6106100
2024-01-10,18.280001,18.309999,17.980000,18.100000,18.100000,13572600
2024-01-11,18.639999,19.139999,18.629999,18.820000,18.820000,17927300
2024-01-12,19.410000,20.059999,19.410000,19.600000,19.600000,21182400
2024-01-16,19.389999,19.570000,19.209999,19.469999,19.469999,13410000
2024-01-17,19.559999,19.709999,19.469999,19.540001,19.540001,11273100
2024-01-18,19.820000,19.959999,19.650000,19.830000,19.830000,9891800
2024-01-19,19.799999,20.030001,19.730000,19.990000,19.990000,7921000
2024-01-22,19.930000,20.000000,19.840000,19.870001,19.870001,5823300
2024-01-23,19.700001,19.950001,19.610001,19.790001,19.790001,8984900
2024-01-24,20.100000,20.180000,19.959999,19.990000,19.990000,10476100
2024-01-25,20.000000,20.160000,19.860001,20.090000,20.090000,7290500
2024-01-26,20.160000,20.370001,20.120001,20.219999,20.219999,5696300
2024-01-29,20.150000,20.170000,20.070000,20.170000,20.170000,5283800
2024-01-30,20.030001,20.070000,19.860001,19.950001,19.950001,6409700
2024-01-31,20.040001,20.150000,19.850000,19.860001,19.860001,6594300
