regression_model,Train Error,Test Error,R2
Ridge,0.1620938831180824,0.33792938267823824,0.9956398870342021
Lasso,0.43994713481695846,1.8950188401766592,0.9678807440495939
XGBoost,0.05535120169334919,2.576490332457687,0.999491584717189
