Date,close
2010-01-13,7.32
2010-01-14,7.34375
2010-01-15,7.2425
2010-01-16,7.315
2010-01-17,7.1375
2010-01-20,6.98125
2010-01-21,6.76375
2010-01-22,6.8125
2010-01-23,6.7575
2010-01-24,6.80375
